symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000213780.11	GTF2H4	-0.719495869505077	2.63687452876145	-3.39696591012378	0.00089308222409043	0.208143319223753	-0.812702545242306
ENSG00000006534.16	ALDH3B1	-0.473429247259164	4.95365567449168	-3.3624916277581	0.0010025704535416	0.21340386964679	-0.842965373613628
ENSG00000054793.13	ATP9A	1.2728518061071	0.857642103896735	3.33086731299014	0.0011139391450722	0.21340386964679	-1.15570133396848
ENSG00000091490.11	SEL1L3	1.32284611839021	2.16043388353042	3.36075032183434	0.0010084210699682	0.21340386964679	-0.880843434494464
ENSG00000092068.20	SLC7A8	-0.778342976998774	3.59483134712384	-3.3125547870751	0.00118361114733482	0.21340386964679	-0.987177972898386
ENSG00000106070.19	GRB10	1.36925934644699	1.49056459980471	3.37274147579597	0.000968770851569487	0.21340386964679	-0.935277582849333
ENSG00000120694.19	HSPH1	1.06984831216564	7.93355277807427	3.35867120571601	0.00101544854374654	0.21340386964679	-0.85656940761368
ENSG00000126262.4	FFAR2	1.06725891040077	4.2296835351622	3.32857034346687	0.00112246299218547	0.21340386964679	-0.936344189028459
ENSG00000127837.9	AAMP	-0.456833900963671	5.87287516170667	-3.363423580455	0.000999452250318175	0.21340386964679	-0.847013296574063
ENSG00000141971.13	MVB12A	-0.348266780289501	4.0134794735991	-3.37040240451409	0.000976388809308258	0.21340386964679	-0.817067972133618
ENSG00000157800.18	SLC37A3	0.763793243331091	3.85329589387694	3.31377353231583	0.0011788506953811	0.21340386964679	-0.977200549583395
ENSG00000161912.18	ADCY10P1	0.851064679653128	1.90554552059661	3.31514399091165	0.00117351901355571	0.21340386964679	-1.05124828996594
ENSG00000165355.7	FBXO33	0.73173641329348	3.97891326248274	3.34793861330606	0.00105245964272851	0.21340386964679	-0.880642941255539
ENSG00000173598.14	NUDT4	0.643217498183821	5.55217570930646	3.32270057084768	0.00114452294767854	0.21340386964679	-0.969883203287459
ENSG00000174600.14	CMKLR1	-0.574984418459605	6.26672870862975	-3.31695434656673	0.00116651047063129	0.21340386964679	-0.984246455762403
ENSG00000177951.17	BET1L	-0.525118592800054	5.23750537171116	-3.31950482566353	0.00115670297603334	0.21340386964679	-0.969765650073188
ENSG00000178381.11	ZFAND2A	1.08966213556568	6.21897064629108	3.33583481707642	0.00109571168681225	0.21340386964679	-0.929998828191426
ENSG00000183844.16	FAM3B	-1.07952899256533	1.15393052896516	-3.31608409707167	0.00116987462664899	0.21340386964679	-1.31946891901468
ENSG00000225873.4	C3orf86	1.40570761245733	2.19510073253363	3.33473249182033	0.00109973225308816	0.21340386964679	-0.957053362935911
ENSG00000243989.9	ACY1	-0.653582802602573	4.35503683839184	-3.31746437904332	0.00116454302205596	0.21340386964679	-0.965255097802093
ENSG00000259024.6	TVP23C-CDRT4	-2.13528014099984	-0.282696973618656	-3.3176840206352	0.00116369671074783	0.21340386964679	-1.67061480673948
ENSG00000268006.1	PTOV1-AS1	0.80936822873861	1.89768633730339	3.31264785366284	0.00118324699440296	0.21340386964679	-1.07353104075088
ENSG00000185033.14	SEMA4B	0.92367396690578	2.58715694372276	3.30780128795408	0.00120235057766281	0.21457050257903	-1.0170484002387
ENSG00000148803.12	FUOM	-0.765835716728394	3.91566490087191	-3.303257033026	0.00122052385870164	0.214661344820361	-1.0073641006853
ENSG00000181722.16	ZBTB20	0.493454786991689	5.34326350763689	3.30155218499808	0.00122740776957151	0.214661344820361	-1.03126644113637
ENSG00000058063.16	ATP11B	0.863805064909827	5.00289661302023	3.29180437303679	0.00126746917442228	0.218339204209429	-1.05118890169606
ENSG00000096996.15	IL12RB1	-0.48860157385838	3.52273647302925	-3.26857876091261	0.00136789176460295	0.218339204209429	-1.10464326015299
ENSG00000106367.15	AP1S1	-1.11418645667147	0.184634706210843	-3.2570981580192	0.00142022709819478	0.218339204209429	-1.70686724798969
ENSG00000117569.18	PTBP2	0.43871715544846	3.97901301792498	3.25493531196687	0.00143029319187973	0.218339204209429	-1.14102975633744
ENSG00000123700.4	KCNJ2	0.798635880889377	4.74542517837719	3.27571371523382	0.0013362784820337	0.218339204209429	-1.09670299733014
ENSG00000126249.8	PDCD2L	-0.662093231245859	2.22332167676358	-3.25956906159756	0.00140880809625824	0.218339204209429	-1.23656714273584
ENSG00000126261.13	UBA2	-0.474931924585738	5.13431140276771	-3.24974741004794	0.00145470983996316	0.218339204209429	-1.16629616122261
ENSG00000128045.7	RASL11B	1.15622217542307	2.31423676424636	3.26885726858768	0.00136664479442597	0.218339204209429	-1.13230176484482
ENSG00000134215.16	VAV3	1.40623388769013	1.57147930604961	3.24849300495428	0.00146067167319476	0.218339204209429	-1.23786004162149
ENSG00000143797.12	MBOAT2	1.20890605290501	2.97965395901849	3.25824590168699	0.00141491224331836	0.218339204209429	-1.13151458082001
ENSG00000152217.18	SETBP1	0.557919965577549	3.36405151946952	3.26772561757678	0.00137171817293362	0.218339204209429	-1.1037194791953
ENSG00000155659.15	VSIG4	-0.725060908001974	10.0931218074866	-3.25360663308876	0.00143650991970699	0.218339204209429	-1.14570057899295
ENSG00000170515.14	PA2G4	-0.39364591571071	6.36320473233078	-3.27268250947961	0.001349624850572	0.218339204209429	-1.11119434565972
ENSG00000184470.21	TXNRD2	-0.506943393412542	3.08932107669739	-3.25637522000986	0.00142358435144223	0.218339204209429	-1.15025569201792
ENSG00000231412.2	AC005392.2	1.55684468406581	-0.149196441786871	3.27999952173906	0.001317618092609	0.218339204209429	-1.36078127296028
ENSG00000242612.7	DECR2	-0.501679679832047	3.22574680497284	-3.25313017078141	0.00143874535657403	0.218339204209429	-1.15908199005393
ENSG00000269374.1	AC011497.2	0.937376196886016	0.477230840143057	3.24932364258657	0.00145672134642515	0.218339204209429	-1.42422671498233
ENSG00000178952.11	TUFM	-0.36079996806829	6.83474836419868	-3.2452083254643	0.0014763908507218	0.218818640578589	-1.18830161714676
ENSG00000111837.11	MAK	0.765892494920876	1.60619388396018	3.24238353650887	0.00149003506700046	0.218985069636731	-1.26145575534728
ENSG00000269439.5	AC010618.4	0.567428079888028	2.15600712670793	3.23903780548947	0.00150634744335174	0.219537586973155	-1.24341649527591
ENSG00000161513.12	FDXR	-0.525954240032938	2.96488845661837	-3.23486000887554	0.00152695013781144	0.220701082315572	-1.21252571340211
ENSG00000100600.15	LGMN	-0.575671376719977	7.17066026531472	-3.21371654452302	0.0016353027840183	0.220956761840546	-1.274663271275
ENSG00000100796.17	PPP4R3A	0.491296201335262	5.67919932015439	3.22568543202714	0.00157311854980029	0.220956761840546	-1.24378002486365
ENSG00000114850.6	SSR3	-0.408587715422109	6.79499091844552	-3.21778260117755	0.00161392557709928	0.220956761840546	-1.2669295312414
ENSG00000134684.10	YARS	-0.459305159284481	5.60220364869966	-3.21242967305222	0.00164212317493332	0.220956761840546	-1.27507677285639
ENSG00000164733.21	CTSB	-0.50987023668573	11.7999890074281	-3.2211864708589	0.00159623006870477	0.220956761840546	-1.22983566907217
ENSG00000170837.2	GPR27	1.61371785757211	0.387256469662757	3.22418280655409	0.00158080278608293	0.220956761840546	-1.41210882752151
ENSG00000170989.9	S1PR1	1.23383994010016	2.3235290166217	3.2201369229438	0.0016016669475863	0.220956761840546	-1.2585306251932
ENSG00000236397.3	DDX11L2	1.28552651918227	-0.746063772253899	3.22439580274179	0.00157971142946549	0.220956761840546	-1.79210508533215
ENSG00000259668.5	AC066613.1	0.996038506555726	0.686707936942755	3.21237275122696	0.00164242546968214	0.220956761840546	-1.45855142600478
ENSG00000116641.17	DOCK7	0.43704644439699	4.3793060029846	3.19853347024337	0.00171747764644538	0.227920353387242	-1.30455645988243
ENSG00000124588.20	NQO2	0.603966019759465	5.88493026540139	3.19181451123167	0.00175505416715104	0.227920353387242	-1.34090502012964
ENSG00000174607.11	UGT8	1.31256152488227	0.949717492854102	3.19032056767469	0.00176351240614304	0.227920353387242	-1.47905321080986
ENSG00000174799.10	CEP135	0.40170465101825	3.99211392099734	3.18876131274009	0.00177238081426411	0.227920353387242	-1.32171311147247
ENSG00000187037.8	GPR141	0.893218585194057	2.39312622194964	3.19463956375271	0.00173916259080034	0.227920353387242	-1.32321908543622
ENSG00000286223.1	AC064836.4	0.912635013021529	1.218221826267	3.19669762420389	0.00172766985612455	0.227920353387242	-1.4206646762493
ENSG00000068438.15	FTSJ1	-0.366984855699064	4.33425418252387	-3.17863014377441	0.00183101987713221	0.233742384169089	-1.34849348565873
ENSG00000114861.20	FOXP1	0.452504952517116	6.3470926076591	3.17184038790762	0.00187132215547657	0.236629424662591	-1.39875861921985
ENSG00000183762.12	KREMEN1	1.27008522354158	1.36462400686465	3.17028067192528	0.00188069586757963	0.236629424662591	-1.46164381846839
ENSG00000271425.8	NBPF10	0.742175008625888	3.32159699013136	3.16603248492313	0.0019064485542247	0.238156276891684	-1.37764820859182
ENSG00000084676.15	NCOA1	0.590822441027589	5.3838512514843	3.15489947973958	0.00197549876181645	0.241581228544951	-1.43770993430182
ENSG00000122971.9	ACADS	-0.512264147224241	4.04931634839322	-3.14842036126263	0.00201674534665006	0.241581228544951	-1.42515455209672
ENSG00000137106.18	GRHPR	-0.386268617274149	5.42258953391454	-3.15262023883363	0.00198991849942915	0.241581228544951	-1.43568566640851
ENSG00000139946.10	PELI2	0.590306258205361	3.779750980578	3.15648602682043	0.00196551869553467	0.241581228544951	-1.40750285664322
ENSG00000167965.18	MLST8	-0.370685680478513	4.38192146381708	-3.15763047174352	0.00195834871537283	0.241581228544951	-1.40499035236409
ENSG00000223534.1	HLA-DQB1-AS1	1.33087890161781	-1.14292917271761	3.14928381222035	0.00201120277759929	0.241581228544951	-2.01312070007078
ENSG00000275202.1	AL161421.1	1.02162618185249	1.08077447667936	3.1338582193396	0.0021123817841413	0.251315952536375	-1.58201821545375
ENSG00000108984.15	MAP2K6	0.843949815582901	4.06768202798346	3.11640364615074	0.00223255003745147	0.258641113439189	-1.52248147172207
ENSG00000132196.14	HSD17B7	0.423703591833732	5.12469211267692	3.11294155449766	0.00225712549457667	0.258641113439189	-1.54869272121118
ENSG00000136861.18	CDK5RAP2	0.60357836551513	5.14522336617269	3.1121632593592	0.00226268456493773	0.258641113439189	-1.55133925425977
ENSG00000161618.10	ALDH16A1	-0.418891574632555	4.406047481756	-3.11313315392958	0.0022557589135485	0.258641113439189	-1.52531910899394
ENSG00000161955.16	TNFSF13	-0.532587502880175	7.51751037218079	-3.11849051581634	0.00221785649948551	0.258641113439189	-1.53638761048128
ENSG00000163806.16	SPDYA	0.677753621483127	0.309665839656584	3.1199663784475	0.00220751917363752	0.258641113439189	-1.78622179341302
ENSG00000226328.6	NUP50-DT	-0.638526370417362	1.81069185627449	-3.1079815602354	0.00229277060133888	0.259274169127198	-1.65153188490658
ENSG00000233461.5	AL445524.1	0.826791721637606	2.61756693873223	3.10727745255037	0.00229787273227261	0.259274169127198	-1.54137175337532
ENSG00000214954.8	LRRC69	0.661133211542606	0.134655920601766	3.09714451330041	0.00237247235724651	0.265975442665924	-1.87168423630476
ENSG00000114767.7	RRP9	-0.51818500335542	3.46622521215441	-3.09091988837413	0.0024194036037605	0.266119180038788	-1.57462242724055
ENSG00000139192.12	TAPBPL	-0.487054638479001	5.19693498352622	-3.09494274916188	0.00238897563318842	0.266119180038788	-1.58660972518866
ENSG00000239653.1	PSMD6-AS2	1.13199942172872	1.8281292958579	3.09129797331374	0.00241652866336285	0.266119180038788	-1.61196706927073
ENSG00000164120.14	HPGD	2.0079916968893	1.27404889025507	3.08820586762431	0.00244013397559366	0.266721894369735	-1.65114150699278
ENSG00000087903.13	RFX2	0.72498776921357	2.79192246201477	3.07208952988041	0.00256665795857257	0.272585148229598	-1.6243249470395
ENSG00000108829.10	LRRC59	-0.565704366415772	4.71011303208064	-3.07104290867706	0.00257508080935026	0.272585148229598	-1.64353146419421
ENSG00000119383.19	PTPA	-0.572504551677805	3.76363011300489	-3.07839096085645	0.00251648219437723	0.272585148229598	-1.60759833069418
ENSG00000132639.12	SNAP25	-1.62389714746471	1.54323259282024	-3.07351506860807	0.00255522667751215	0.272585148229598	-1.71040169872952
ENSG00000142655.13	PEX14	-0.610369088718037	1.26326043112053	-3.06802446486253	0.00259951554219215	0.272585148229598	-1.80371570530945
ENSG00000246695.7	RASSF8-AS1	0.503013314107135	4.2392063380954	3.07316733124968	0.00255801080662883	0.272585148229598	-1.63671851501124
ENSG00000279159.1	AC003681.1	0.556703888251859	4.8392457540942	3.06761124760254	0.0026028772230741	0.272585148229598	-1.67323560168049
ENSG00000080824.18	HSP90AA1	0.766826553585166	10.7804791756443	3.06483368594839	0.00262557824074086	0.273325820549505	-1.64566002620333
ENSG00000163568.15	AIM2	0.984215758209019	2.85901544773796	3.06212537700111	0.00264788932252436	0.274017374920879	-1.65006271221088
ENSG00000100629.17	CEP128	0.509254428555826	3.45193645005487	3.04501642550868	0.00279293067256959	0.274432585888512	-1.69422982483255
ENSG00000101849.16	TBL1X	0.691018661753546	3.32771669384941	3.04483718175592	0.00279448831694849	0.274432585888512	-1.69489226692671
ENSG00000105939.13	ZC3HAV1	0.642794161594442	6.22722460285061	3.04493047317209	0.00279367750606063	0.274432585888512	-1.74074422455368
ENSG00000132205.11	EMILIN2	0.857884790261504	4.25909486157647	3.03874091222392	0.00284794542760055	0.274432585888512	-1.72826135845663
ENSG00000136010.14	ALDH1L2	-0.763981064344899	2.87886554404853	-3.03784348646465	0.00285589402662869	0.274432585888512	-1.72085695825661
ENSG00000141349.8	G6PC3	-0.399288870566341	5.46856322767248	-3.04615595926199	0.00278304675545242	0.274432585888512	-1.72330491430152
ENSG00000155744.9	FAM126B	0.706220512292728	5.44063938065765	3.04006732646291	0.00283623461995817	0.274432585888512	-1.75256899039545
ENSG00000159111.13	MRPL10	-0.354038742019162	4.08913912028915	-3.03817999597522	0.0028529111282868	0.274432585888512	-1.71693483094525
ENSG00000174579.4	MSL2	0.536277488442123	4.69748905341717	3.05035324847441	0.00274691885672901	0.274432585888512	-1.70844518638214
ENSG00000188559.15	RALGAPA2	0.764149106571383	5.01361264042904	3.05896042428919	0.00267418418330244	0.274432585888512	-1.69205672289621
ENSG00000214575.9	CPEB1	1.11223354593195	-0.318413932163755	3.05419972286068	0.0027141914201434	0.274432585888512	-1.99189725697832
ENSG00000235192.1	AC009495.3	1.5812896055247	-1.42371918445648	3.05700268087472	0.0026905699415406	0.274432585888512	-2.2167324471362
ENSG00000285702.1	AC211476.5	0.819037765210986	0.399165042203286	3.04197054012881	0.00281950893213683	0.274432585888512	-1.95165832528277
ENSG00000132591.12	ERAL1	-0.413070452302203	4.87619755523129	-3.0314113787095	0.00291346596578029	0.274806521398126	-1.74852550985694
ENSG00000135047.15	CTSL	-0.489162359041163	7.46628939011262	-3.03449899023249	0.00288569729244753	0.274806521398126	-1.76212987575574
ENSG00000174780.16	SRP72	-0.480992911353441	6.0217058385912	-3.03039751918009	0.00292263782835219	0.274806521398126	-1.77504636221903
ENSG00000279753.1	AC011558.1	1.1435610397268	1.11681741096738	3.03090073211834	0.00291808219643968	0.274806521398126	-1.79636232519023
ENSG00000004455.16	AK2	-0.357694888778253	6.94203929187835	-3.00986069466854	0.00311425490029111	0.280909012656174	-1.83006447014521
ENSG00000105246.6	EBI3	-0.522544567777553	6.35066466518404	-3.01462861463896	0.00306876338047938	0.280909012656174	-1.81321173976685
ENSG00000109919.10	MTCH2	-0.43302495679958	5.35493847152468	-3.0171877435098	0.00304459973899845	0.280909012656174	-1.79826735549851
ENSG00000110079.18	MS4A4A	-0.63919734230224	7.68397892129011	-3.00566189078382	0.00315483027386313	0.280909012656174	-1.83806705799721
ENSG00000114315.4	HES1	0.989589267784435	2.72429146128305	3.01694232884709	0.00304690934915336	0.280909012656174	-1.76397816527704
ENSG00000122140.11	MRPS2	-0.421049488182342	3.70409261867926	-3.02109551231756	0.00300804036094347	0.280909012656174	-1.75382512187604
ENSG00000124406.16	ATP8A1	0.465180454941681	3.22810366710028	3.00826318973205	0.00312963544971888	0.280909012656174	-1.78586876493651
ENSG00000164300.17	SERINC5	0.536208978889385	3.61625054540575	3.00694271365608	0.00314240162434242	0.280909012656174	-1.79710869801822
ENSG00000167536.14	DHRS13	0.865274839522727	3.15978296322265	3.01370701762408	0.00307750843876699	0.280909012656174	-1.77162867724418
ENSG00000173540.12	GMPPB	-0.404266160290161	4.67692461899113	-3.00305324334454	0.00318028386448181	0.280909012656174	-1.81981956555248
ENSG00000177830.17	CHID1	-0.420248372522369	5.11307419037606	-3.00847098690587	0.0031276308547175	0.280909012656174	-1.81118727563337
ENSG00000258738.1	AL121603.2	0.849582984002965	1.1063077036271	3.0037374405611	0.00317358964120419	0.280909012656174	-1.91226388814876
ENSG00000242553.1	AP001432.1	0.872226084268845	-0.596213527025681	3.00135728176558	0.00319693338240232	0.280960642838362	-2.24744918989944
ENSG00000065268.10	WDR18	-0.434299814739323	4.24343367323463	-2.99574381659722	0.00325261613203975	0.282788622527741	-1.8281923746538
ENSG00000160570.14	DEDD2	0.846042565870904	5.77464354790733	2.99149625406426	0.00329534203668595	0.282788622527741	-1.87879655612361
ENSG00000163625.15	WDFY3	0.498163006997421	5.60037137279828	2.99171614228144	0.00329311757345068	0.282788622527741	-1.88191883888925
ENSG00000182197.11	EXT1	0.786604027550693	2.76795877880945	2.99117635001521	0.00329858076480412	0.282788622527741	-1.82940174030888
ENSG00000250303.3	AP002884.1	0.822911814831474	1.45768840713915	2.99342028156911	0.00327592475720976	0.282788622527741	-1.88160904135044
ENSG00000065883.16	CDK13	0.426353355592136	5.27886310384233	2.98553266170639	0.00335620195681472	0.283475739983971	-1.89503557197909
